date,product_id,warehouse_id,strategy,demand,inbound_units,actual_outbound,inventory_level,unmet_demand,stockout_flag
2024-01-29,P002,WH1,Hybrid A,13,0,13,218,0,False
2024-01-29,P003,WH1,Hybrid A,12,0,12,272,0,False
2024-01-29,P004,WH1,Hybrid A,20,250,20,289,0,False
2024-01-29,P005,WH1,Hybrid A,9,0,9,181,0,False
2024-01-29,P006,WH1,Hybrid A,0,0,0,60,0,False
2024-01-29,P007,WH1,Hybrid A,7,80,7,92,0,False
2024-01-29,P008,WH1,Hybrid A,1,80,1,83,0,False
2024-01-29,P009,WH1,Hybrid A,8,0,8,40,0,False
2024-01-29,P010,WH1,Hybrid A,5,0,5,69,0,False
2024-01-29,P011,WH1,Hybrid A,0,30,0,51,0,False
2024-01-29,P012,WH1,Hybrid A,3,30,3,54,0,False
2024-01-29,P013,WH1,Hybrid A,0,30,0,63,0,False
2024-01-29,P014,WH1,Hybrid A,3,40,3,52,0,False
2024-01-29,P015,WH1,Hybrid A,0,50,0,76,0,False
2024-01-30,P001,WH1,Hybrid A,16,0,16,125,0,False
2024-01-30,P002,WH1,Hybrid A,7,0,7,211,0,False
2024-01-30,P003,WH1,Hybrid A,12,0,12,260,0,False
2024-01-30,P004,WH1,Hybrid A,13,0,13,276,0,False
2024-01-30,P005,WH1,Hybrid A,8,0,8,173,0,False
2024-01-30,P006,WH1,Hybrid A,6,0,6,54,0,False
2024-01-30,P007,WH1,Hybrid A,14,0,14,78,0,False
2024-01-30,P008,WH1,Hybrid A,6,0,6,77,0,False
2024-01-30,P009,WH1,Hybrid A,11,0,11,29,0,False
2024-01-30,P010,WH1,Hybrid A,0,0,0,69,0,False
2024-01-30,P011,WH1,Hybrid A,9,0,9,42,0,False
2024-01-30,P012,WH1,Hybrid A,4,0,4,50,0,False
2024-01-30,P013,WH1,Hybrid A,4,0,4,59,0,False
2024-01-30,P014,WH1,Hybrid A,5,0,5,47,0,False
2024-01-30,P015,WH1,Hybrid A,0,0,0,76,0,False
2024-01-31,P001,WH1,Hybrid A,12,0,12,113,0,False
2024-01-31,P002,WH1,Hybrid A,22,0,22,189,0,False
2024-01-31,P003,WH1,Hybrid A,3,0,3,257,0,False
2024-01-31,P004,WH1,Hybrid A,13,0,13,263,0,False
2024-01-31,P005,WH1,Hybrid A,7,0,7,166,0,False
2024-01-31,P006,WH1,Hybrid A,9,0,9,45,0,False
2024-01-31,P007,WH1,Hybrid A,5,0,5,73,0,False
2024-01-31,P008,WH1,Hybrid A,4,0,4,73,0,False
2024-01-31,P009,WH1,Hybrid A,2,0,2,27,0,False
2024-01-31,P010,WH1,Hybrid A,4,0,4,65,0,False
2024-01-31,P011,WH1,Hybrid A,5,0,5,37,0,False
2024-01-31,P012,WH1,Hybrid A,0,0,0,50,0,False
2024-01-31,P013,WH1,Hybrid A,7,0,7,52,0,False
2024-01-31,P014,WH1,Hybrid A,4,0,4,43,0,False
2024-01-31,P015,WH1,Hybrid A,3,0,3,73,0,False
2024-02-01,P001,WH1,Hybrid A,25,0,25,88,0,False
2024-02-01,P002,WH1,Hybrid A,20,0,20,169,0,False
2024-02-01,P003,WH1,Hybrid A,22,0,22,235,0,False
2024-02-01,P004,WH1,Hybrid A,31,0,31,232,0,False
2024-02-01,P005,WH1,Hybrid A,8,0,8,158,0,False
2024-02-01,P006,WH1,Hybrid A,6,0,6,39,0,False
2024-02-01,P007,WH1,Hybrid A,12,0,12,61,0,False
2024-02-01,P008,WH1,Hybrid A,10,0,10,63,0,False
2024-02-01,P009,WH1,Hybrid A,21,0,21,6,0,False
2024-02-01,P010,WH1,Hybrid A,7,0,7,58,0,False
2024-02-01,P011,WH1,Hybrid A,1,0,1,36,0,False
2024-02-01,P012,WH1,Hybrid A,0,0,0,50,0,False
2024-02-01,P013,WH1,Hybrid A,5,0,5,47,0,False
2024-02-01,P014,WH1,Hybrid A,1,0,1,42,0,False
2024-02-01,P015,WH1,Hybrid A,7,0,7,66,0,False
2024-02-02,P001,WH1,Hybrid A,13,0,13,75,0,False
2024-02-02,P002,WH1,Hybrid A,22,0,22,147,0,False
2024-02-02,P003,WH1,Hybrid A,19,0,19,216,0,False
2024-02-02,P004,WH1,Hybrid A,25,0,25,207,0,False
2024-02-02,P005,WH1,Hybrid A,17,0,17,141,0,False
2024-02-02,P006,WH1,Hybrid A,8,0,8,31,0,False
2024-02-02,P007,WH1,Hybrid A,16,0,16,45,0,False
2024-02-02,P008,WH1,Hybrid A,10,0,10,53,0,False
2024-02-02,P009,WH1,Hybrid A,10,0,6,0,4,True
2024-02-02,P010,WH1,Hybrid A,13,0,13,45,0,False
2024-02-02,P011,WH1,Hybrid A,7,0,7,29,0,False
2024-02-02,P012,WH1,Hybrid A,8,0,8,42,0,False
2024-02-02,P013,WH1,Hybrid A,11,0,11,36,0,False
2024-02-02,P014,WH1,Hybrid A,6,0,6,36,0,False
2024-02-02,P015,WH1,Hybrid A,9,0,9,57,0,False
2024-02-03,P001,WH1,Hybrid A,54,0,54,21,0,False
2024-02-03,P002,WH1,Hybrid A,42,0,42,105,0,False
2024-02-03,P003,WH1,Hybrid A,10,0,10,206,0,False
2024-02-03,P004,WH1,Hybrid A,24,0,24,183,0,False
2024-02-03,P005,WH1,Hybrid A,16,0,16,125,0,False
2024-02-03,P006,WH1,Hybrid A,16,0,16,15,0,False
2024-02-03,P007,WH1,Hybrid A,17,0,17,28,0,False
2024-02-03,P008,WH1,Hybrid A,1,0,1,52,0,False
2024-02-03,P009,WH1,Hybrid A,0,80,0,80,0,False
2024-02-03,P010,WH1,Hybrid A,10,0,10,35,0,False
2024-02-03,P011,WH1,Hybrid A,13,0,13,16,0,False
2024-02-03,P012,WH1,Hybrid A,10,0,10,32,0,False
2024-02-03,P013,WH1,Hybrid A,3,0,3,33,0,False
2024-02-03,P014,WH1,Hybrid A,3,0,3,33,0,False
2024-02-03,P015,WH1,Hybrid A,0,0,0,57,0,False
2024-02-04,P001,WH1,Hybrid A,15,0,15,6,0,False
2024-02-04,P002,WH1,Hybrid A,13,0,13,92,0,False
2024-02-04,P003,WH1,Hybrid A,16,0,16,190,0,False
2024-02-04,P004,WH1,Hybrid A,14,0,14,169,0,False
2024-02-04,P005,WH1,Hybrid A,42,0,42,83,0,False
2024-02-04,P006,WH1,Hybrid A,5,0,5,10,0,False
2024-02-04,P007,WH1,Hybrid A,9,0,9,19,0,False
2024-02-04,P008,WH1,Hybrid A,12,0,12,40,0,False
2024-02-04,P009,WH1,Hybrid A,16,0,16,64,0,False
2024-02-04,P010,WH1,Hybrid A,3,0,3,32,0,False
2024-02-04,P011,WH1,Hybrid A,7,0,7,9,0,False
2024-02-04,P012,WH1,Hybrid A,5,0,5,27,0,False
2024-02-04,P013,WH1,Hybrid A,19,0,19,14,0,False
2024-02-04,P014,WH1,Hybrid A,3,0,3,30,0,False
2024-02-04,P015,WH1,Hybrid A,3,0,3,54,0,False
2024-02-05,P001,WH1,Hybrid A,32,250,32,224,0,False
2024-02-05,P002,WH1,Hybrid A,10,0,10,82,0,False
2024-02-05,P003,WH1,Hybrid A,7,0,7,183,0,False
2024-02-05,P004,WH1,Hybrid A,28,0,28,141,0,False
2024-02-05,P005,WH1,Hybrid A,17,0,17,66,0,False
2024-02-05,P006,WH1,Hybrid A,15,0,10,0,5,True
2024-02-05,P007,WH1,Hybrid A,15,0,15,4,0,False
2024-02-05,P008,WH1,Hybrid A,10,0,10,30,0,False
2024-02-05,P009,WH1,Hybrid A,13,0,13,51,0,False
2024-02-05,P010,WH1,Hybrid A,8,0,8,24,0,False
2024-02-05,P011,WH1,Hybrid A,0,30,0,39,0,False
2024-02-05,P012,WH1,Hybrid A,6,30,6,51,0,False
2024-02-05,P013,WH1,Hybrid A,3,30,3,41,0,False
2024-02-05,P014,WH1,Hybrid A,3,30,3,57,0,False
2024-02-05,P015,WH1,Hybrid A,3,0,3,51,0,False
2024-02-06,P001,WH1,Hybrid A,28,0,28,196,0,False
2024-02-06,P002,WH1,Hybrid A,15,0,15,67,0,False
2024-02-06,P003,WH1,Hybrid A,0,0,0,183,0,False
2024-02-06,P004,WH1,Hybrid A,9,0,9,132,0,False
2024-02-06,P005,WH1,Hybrid A,24,0,24,42,0,False
2024-02-06,P006,WH1,Hybrid A,10,80,10,70,0,False
2024-02-06,P007,WH1,Hybrid A,11,0,4,0,7,True
2024-02-06,P008,WH1,Hybrid A,13,0,13,17,0,False
2024-02-06,P009,WH1,Hybrid A,15,0,15,36,0,False
2024-02-06,P010,WH1,Hybrid A,12,0,12,12,0,False
2024-02-06,P011,WH1,Hybrid A,11,0,11,28,0,False
2024-02-06,P012,WH1,Hybrid A,3,0,3,48,0,False
2024-02-06,P013,WH1,Hybrid A,0,0,0,41,0,False
2024-02-06,P014,WH1,Hybrid A,0,0,0,57,0,False
2024-02-06,P015,WH1,Hybrid A,4,0,4,47,0,False
2024-02-07,P001,WH1,Hybrid A,32,0,32,164,0,False
2024-02-07,P002,WH1,Hybrid A,15,0,15,52,0,False
2024-02-07,P003,WH1,Hybrid A,0,0,0,183,0,False
2024-02-07,P004,WH1,Hybrid A,23,0,23,109,0,False
2024-02-07,P005,WH1,Hybrid A,28,250,28,264,0,False
2024-02-07,P006,WH1,Hybrid A,4,0,4,66,0,False
2024-02-07,P007,WH1,Hybrid A,19,80,19,61,0,False
2024-02-07,P008,WH1,Hybrid A,6,0,6,11,0,False
2024-02-07,P009,WH1,Hybrid A,11,0,11,25,0,False
2024-02-07,P010,WH1,Hybrid A,5,0,5,7,0,False
2024-02-07,P011,WH1,Hybrid A,2,0,2,26,0,False
2024-02-07,P012,WH1,Hybrid A,10,0,10,38,0,False
2024-02-07,P013,WH1,Hybrid A,5,0,5,36,0,False
2024-02-07,P014,WH1,Hybrid A,10,0,10,47,0,False
2024-02-07,P015,WH1,Hybrid A,1,0,1,46,0,False
2024-02-08,P001,WH1,Hybrid A,39,0,39,125,0,False
2024-02-08,P002,WH1,Hybrid A,6,250,6,296,0,False
2024-02-08,P003,WH1,Hybrid A,19,0,19,164,0,False
2024-02-08,P004,WH1,Hybrid A,31,0,31,78,0,False
2024-02-08,P005,WH1,Hybrid A,23,0,23,241,0,False
2024-02-08,P006,WH1,Hybrid A,21,0,21,45,0,False
2024-02-08,P007,WH1,Hybrid A,9,0,9,52,0,False
2024-02-08,P008,WH1,Hybrid A,13,0,11,0,2,True
2024-02-08,P009,WH1,Hybrid A,7,0,7,18,0,False
2024-02-08,P010,WH1,Hybrid A,12,80,12,75,0,False
2024-02-08,P011,WH1,Hybrid A,6,0,6,20,0,False
2024-02-08,P012,WH1,Hybrid A,0,0,0,38,0,False
2024-02-08,P013,WH1,Hybrid A,2,0,2,34,0,False
2024-02-08,P014,WH1,Hybrid A,0,0,0,47,0,False
2024-02-08,P015,WH1,Hybrid A,8,0,8,38,0,False
2024-02-09,P001,WH1,Hybrid A,36,0,36,89,0,False
2024-02-09,P002,WH1,Hybrid A,34,0,34,262,0,False
2024-02-09,P003,WH1,Hybrid A,17,0,17,147,0,False
2024-02-09,P004,WH1,Hybrid A,32,0,32,46,0,False
2024-02-09,P005,WH1,Hybrid A,18,0,18,223,0,False
2024-02-09,P006,WH1,Hybrid A,8,0,8,37,0,False
2024-02-09,P007,WH1,Hybrid A,3,0,3,49,0,False
2024-02-09,P008,WH1,Hybrid A,6,80,6,74,0,False
2024-02-09,P009,WH1,Hybrid A,0,0,0,18,0,False
2024-02-09,P010,WH1,Hybrid A,5,0,5,70,0,False
2024-02-09,P011,WH1,Hybrid A,1,0,1,19,0,False
2024-02-09,P012,WH1,Hybrid A,1,0,1,37,0,False
2024-02-09,P013,WH1,Hybrid A,2,0,2,32,0,False
2024-02-09,P014,WH1,Hybrid A,5,0,5,42,0,False
2024-02-09,P015,WH1,Hybrid A,3,0,3,35,0,False
2024-02-10,P001,WH1,Hybrid A,14,0,14,75,0,False
2024-02-10,P002,WH1,Hybrid A,26,0,26,236,0,False
2024-02-10,P003,WH1,Hybrid A,11,0,11,136,0,False
2024-02-10,P004,WH1,Hybrid A,17,0,17,29,0,False
2024-02-10,P005,WH1,Hybrid A,23,0,23,200,0,False
2024-02-10,P006,WH1,Hybrid A,7,0,7,30,0,False
2024-02-10,P007,WH1,Hybrid A,5,0,5,44,0,False
2024-02-10,P008,WH1,Hybrid A,8,0,8,66,0,False
2024-02-10,P009,WH1,Hybrid A,12,80,12,86,0,False
2024-02-10,P010,WH1,Hybrid A,6,0,6,64,0,False
2024-02-10,P011,WH1,Hybrid A,0,0,0,19,0,False
2024-02-10,P012,WH1,Hybrid A,2,0,2,35,0,False
2024-02-10,P013,WH1,Hybrid A,0,0,0,32,0,False
2024-02-10,P014,WH1,Hybrid A,0,0,0,42,0,False
2024-02-10,P015,WH1,Hybrid A,18,0,18,17,0,False
2024-02-11,P001,WH1,Hybrid A,15,0,15,60,0,False
2024-02-11,P002,WH1,Hybrid A,30,0,30,206,0,False
2024-02-11,P003,WH1,Hybrid A,20,0,20,116,0,False
2024-02-11,P004,WH1,Hybrid A,21,250,21,258,0,False
2024-02-11,P005,WH1,Hybrid A,19,0,19,181,0,False
2024-02-11,P006,WH1,Hybrid A,0,0,0,30,0,False
2024-02-11,P007,WH1,Hybrid A,8,0,8,36,0,False
2024-02-11,P008,WH1,Hybrid A,11,0,11,55,0,False
2024-02-11,P009,WH1,Hybrid A,5,0,5,81,0,False
2024-02-11,P010,WH1,Hybrid A,8,0,8,56,0,False
2024-02-11,P011,WH1,Hybrid A,2,0,2,17,0,False
2024-02-11,P012,WH1,Hybrid A,1,0,1,34,0,False
2024-02-11,P013,WH1,Hybrid A,5,0,5,27,0,False
2024-02-11,P014,WH1,Hybrid A,0,0,0,42,0,False
2024-02-11,P015,WH1,Hybrid A,7,0,7,10,0,False
2024-02-12,P001,WH1,Hybrid A,26,0,26,34,0,False
2024-02-12,P002,WH1,Hybrid A,34,0,34,172,0,False
2024-02-12,P003,WH1,Hybrid A,14,0,14,102,0,False
2024-02-12,P004,WH1,Hybrid A,15,0,15,243,0,False
2024-02-12,P005,WH1,Hybrid A,23,0,23,158,0,False
2024-02-12,P006,WH1,Hybrid A,10,0,10,20,0,False
2024-02-12,P007,WH1,Hybrid A,17,0,17,19,0,False
2024-02-12,P008,WH1,Hybrid A,15,0,15,40,0,False
2024-02-12,P009,WH1,Hybrid A,11,0,11,70,0,False
2024-02-12,P010,WH1,Hybrid A,10,0,10,46,0,False
2024-02-12,P011,WH1,Hybrid A,0,50,0,67,0,False
2024-02-12,P012,WH1,Hybrid A,6,50,6,78,0,False
2024-02-12,P013,WH1,Hybrid A,0,50,0,77,0,False
2024-02-12,P014,WH1,Hybrid A,5,30,5,67,0,False
2024-02-12,P015,WH1,Hybrid A,0,30,0,40,0,False
2024-02-13,P001,WH1,Hybrid A,21,250,21,263,0,False
2024-02-13,P002,WH1,Hybrid A,25,0,25,147,0,False
2024-02-13,P003,WH1,Hybrid A,26,0,26,76,0,False
2024-02-13,P004,WH1,Hybrid A,19,0,19,224,0,False
2024-02-13,P005,WH1,Hybrid A,22,0,22,136,0,False
2024-02-13,P006,WH1,Hybrid A,9,0,9,11,0,False
2024-02-13,P007,WH1,Hybrid A,10,0,10,9,0,False
2024-02-13,P008,WH1,Hybrid A,10,0,10,30,0,False
2024-02-13,P009,WH1,Hybrid A,12,0,12,58,0,False
2024-02-13,P010,WH1,Hybrid A,6,0,6,40,0,False
2024-02-13,P011,WH1,Hybrid A,3,0,3,64,0,False
2024-02-13,P012,WH1,Hybrid A,0,0,0,78,0,False
2024-02-13,P013,WH1,Hybrid A,17,0,17,60,0,False
2024-02-13,P014,WH1,Hybrid A,0,0,0,67,0,False
2024-02-13,P015,WH1,Hybrid A,8,0,8,32,0,False
2024-02-14,P001,WH1,Hybrid A,20,0,20,243,0,False
2024-02-14,P002,WH1,Hybrid A,9,0,9,138,0,False
2024-02-14,P003,WH1,Hybrid A,13,0,13,63,0,False
2024-02-14,P004,WH1,Hybrid A,17,0,17,207,0,False
2024-02-14,P005,WH1,Hybrid A,9,0,9,127,0,False
2024-02-14,P006,WH1,Hybrid A,5,0,5,6,0,False
2024-02-14,P007,WH1,Hybrid A,10,0,9,0,1,True
2024-02-14,P008,WH1,Hybrid A,16,0,16,14,0,False
2024-02-14,P009,WH1,Hybrid A,7,0,7,51,0,False
2024-02-14,P010,WH1,Hybrid A,15,0,15,25,0,False
2024-02-14,P011,WH1,Hybrid A,0,0,0,64,0,False
2024-02-14,P012,WH1,Hybrid A,4,0,4,74,0,False
2024-02-14,P013,WH1,Hybrid A,5,0,5,55,0,False
2024-02-14,P014,WH1,Hybrid A,4,0,4,63,0,False
2024-02-14,P015,WH1,Hybrid A,5,0,5,27,0,False
2024-02-15,P001,WH1,Hybrid A,22,0,22,221,0,False
2024-02-15,P002,WH1,Hybrid A,19,0,19,119,0,False
2024-02-15,P003,WH1,Hybrid A,21,0,21,42,0,False
2024-02-15,P004,WH1,Hybrid A,18,0,18,189,0,False
2024-02-15,P005,WH1,Hybrid A,24,0,24,103,0,False
2024-02-15,P006,WH1,Hybrid A,8,80,8,78,0,False
2024-02-15,P007,WH1,Hybrid A,14,80,14,66,0,False
2024-02-15,P008,WH1,Hybrid A,11,0,11,3,0,False
2024-02-15,P009,WH1,Hybrid A,6,0,6,45,0,False
2024-02-15,P010,WH1,Hybrid A,10,0,10,15,0,False
2024-02-15,P011,WH1,Hybrid A,8,0,8,56,0,False
2024-02-15,P012,WH1,Hybrid A,0,0,0,74,0,False
2024-02-15,P013,WH1,Hybrid A,17,0,17,38,0,False
2024-02-15,P014,WH1,Hybrid A,2,0,2,61,0,False
2024-02-15,P015,WH1,Hybrid A,5,0,5,22,0,False
2024-02-16,P001,WH1,Hybrid A,36,0,36,185,0,False
2024-02-16,P002,WH1,Hybrid A,15,0,15,104,0,False
2024-02-16,P003,WH1,Hybrid A,21,250,21,271,0,False
2024-02-16,P004,WH1,Hybrid A,42,0,42,147,0,False
2024-02-16,P005,WH1,Hybrid A,11,0,11,92,0,False
2024-02-16,P006,WH1,Hybrid A,10,0,10,68,0,False
2024-02-16,P007,WH1,Hybrid A,11,0,11,55,0,False
2024-02-16,P008,WH1,Hybrid A,14,0,3,0,11,True
2024-02-16,P009,WH1,Hybrid A,6,0,6,39,0,False
2024-02-16,P010,WH1,Hybrid A,0,0,0,15,0,False
2024-02-16,P011,WH1,Hybrid A,0,0,0,56,0,False
2024-02-16,P012,WH1,Hybrid A,1,0,1,73,0,False
2024-02-16,P013,WH1,Hybrid A,1,0,1,37,0,False
2024-02-16,P014,WH1,Hybrid A,1,0,1,60,0,False
2024-02-16,P015,WH1,Hybrid A,9,0,9,13,0,False
2024-02-17,P001,WH1,Hybrid A,10,0,10,175,0,False
2024-02-17,P002,WH1,Hybrid A,16,0,16,88,0,False
2024-02-17,P003,WH1,Hybrid A,19,0,19,252,0,False
2024-02-17,P004,WH1,Hybrid A,18,0,18,129,0,False
2024-02-17,P005,WH1,Hybrid A,17,0,17,75,0,False
2024-02-17,P006,WH1,Hybrid A,13,0,13,55,0,False
2024-02-17,P007,WH1,Hybrid A,12,0,12,43,0,False
2024-02-17,P008,WH1,Hybrid A,5,80,5,75,0,False
2024-02-17,P009,WH1,Hybrid A,1,0,1,38,0,False
2024-02-17,P010,WH1,Hybrid A,10,80,10,85,0,False
2024-02-17,P011,WH1,Hybrid A,1,0,1,55,0,False
2024-02-17,P012,WH1,Hybrid A,2,0,2,71,0,False
2024-02-17,P013,WH1,Hybrid A,0,0,0,37,0,False
2024-02-17,P014,WH1,Hybrid A,12,0,12,48,0,False
2024-02-17,P015,WH1,Hybrid A,10,0,10,3,0,False
2024-02-18,P001,WH1,Hybrid A,18,0,18,157,0,False
2024-02-18,P002,WH1,Hybrid A,22,0,22,66,0,False
2024-02-18,P003,WH1,Hybrid A,17,0,17,235,0,False
2024-02-18,P004,WH1,Hybrid A,24,0,24,105,0,False
2024-02-18,P005,WH1,Hybrid A,29,0,29,46,0,False
2024-02-18,P006,WH1,Hybrid A,13,0,13,42,0,False
2024-02-18,P007,WH1,Hybrid A,11,0,11,32,0,False
2024-02-18,P008,WH1,Hybrid A,9,0,9,66,0,False
2024-02-18,P009,WH1,Hybrid A,3,0,3,35,0,False
2024-02-18,P010,WH1,Hybrid A,2,0,2,83,0,False
2024-02-18,P011,WH1,Hybrid A,5,0,5,50,0,False
2024-02-18,P012,WH1,Hybrid A,7,0,7,64,0,False
2024-02-18,P013,WH1,Hybrid A,0,0,0,37,0,False
2024-02-18,P014,WH1,Hybrid A,4,0,4,44,0,False
2024-02-18,P015,WH1,Hybrid A,6,0,3,0,3,True
2024-02-19,P001,WH1,Hybrid A,16,0,16,141,0,False
2024-02-19,P002,WH1,Hybrid A,23,0,23,43,0,False
2024-02-19,P003,WH1,Hybrid A,15,0,15,220,0,False
2024-02-19,P004,WH1,Hybrid A,10,0,10,95,0,False
2024-02-19,P005,WH1,Hybrid A,17,0,17,29,0,False
2024-02-19,P006,WH1,Hybrid A,13,0,13,29,0,False
2024-02-19,P007,WH1,Hybrid A,18,0,18,14,0,False
2024-02-19,P008,WH1,Hybrid A,6,0,6,60,0,False
2024-02-19,P009,WH1,Hybrid A,15,0,15,20,0,False
2024-02-19,P010,WH1,Hybrid A,9,0,9,74,0,False
2024-02-19,P011,WH1,Hybrid A,2,0,2,48,0,False
2024-02-19,P012,WH1,Hybrid A,4,0,4,60,0,False
2024-02-19,P013,WH1,Hybrid A,0,50,0,87,0,False
2024-02-19,P014,WH1,Hybrid A,7,0,7,37,0,False
2024-02-19,P015,WH1,Hybrid A,1,50,1,49,0,False
2024-02-20,P001,WH1,Hybrid A,23,0,23,118,0,False
2024-02-20,P002,WH1,Hybrid A,9,0,9,34,0,False
2024-02-20,P003,WH1,Hybrid A,26,0,26,194,0,False
2024-02-20,P004,WH1,Hybrid A,26,0,26,69,0,False
2024-02-20,P005,WH1,Hybrid A,22,250,22,257,0,False
2024-02-20,P006,WH1,Hybrid A,4,0,4,25,0,False
2024-02-20,P007,WH1,Hybrid A,17,0,14,0,3,True
2024-02-20,P008,WH1,Hybrid A,5,0,5,55,0,False
2024-02-20,P009,WH1,Hybrid A,5,0,5,15,0,False
2024-02-20,P010,WH1,Hybrid A,10,0,10,64,0,False
2024-02-20,P011,WH1,Hybrid A,5,0,5,43,0,False
2024-02-20,P012,WH1,Hybrid A,3,0,3,57,0,False
2024-02-20,P013,WH1,Hybrid A,0,0,0,87,0,False
2024-02-20,P014,WH1,Hybrid A,0,0,0,37,0,False
2024-02-20,P015,WH1,Hybrid A,1,0,1,48,0,False
2024-02-21,P001,WH1,Hybrid A,22,0,22,96,0,False
2024-02-21,P002,WH1,Hybrid A,35,250,35,249,0,False
2024-02-21,P003,WH1,Hybrid A,12,0,12,182,0,False
2024-02-21,P004,WH1,Hybrid A,1,0,1,68,0,False
2024-02-21,P005,WH1,Hybrid A,8,0,8,249,0,False
2024-02-21,P006,WH1,Hybrid A,9,0,9,16,0,False
2024-02-21,P007,WH1,Hybrid A,6,0,0,0,6,True
2024-02-21,P008,WH1,Hybrid A,2,0,2,53,0,False
2024-02-21,P009,WH1,Hybrid A,6,0,6,9,0,False
2024-02-21,P010,WH1,Hybrid A,4,0,4,60,0,False
2024-02-21,P011,WH1,Hybrid A,4,0,4,39,0,False
2024-02-21,P012,WH1,Hybrid A,7,0,7,50,0,False
2024-02-21,P013,WH1,Hybrid A,2,0,2,85,0,False
2024-02-21,P014,WH1,Hybrid A,3,0,3,34,0,False
2024-02-21,P015,WH1,Hybrid A,1,0,1,47,0,False
2024-02-22,P001,WH1,Hybrid A,5,0,5,91,0,False
2024-02-22,P002,WH1,Hybrid A,17,0,17,232,0,False
2024-02-22,P003,WH1,Hybrid A,13,0,13,169,0,False
2024-02-22,P004,WH1,Hybrid A,6,0,6,62,0,False
2024-02-22,P005,WH1,Hybrid A,8,0,8,241,0,False
2024-02-22,P006,WH1,Hybrid A,8,0,8,8,0,False
2024-02-22,P007,WH1,Hybrid A,6,80,6,74,0,False
2024-02-22,P008,WH1,Hybrid A,9,0,9,44,0,False
2024-02-22,P009,WH1,Hybrid A,12,80,12,77,0,False
2024-02-22,P010,WH1,Hybrid A,8,0,8,52,0,False
2024-02-22,P011,WH1,Hybrid A,4,0,4,35,0,False
2024-02-22,P012,WH1,Hybrid A,2,0,2,48,0,False
2024-02-22,P013,WH1,Hybrid A,0,0,0,85,0,False
2024-02-22,P014,WH1,Hybrid A,2,0,2,32,0,False
2024-02-22,P015,WH1,Hybrid A,0,0,0,47,0,False
2024-02-23,P001,WH1,Hybrid A,12,0,12,79,0,False
2024-02-23,P002,WH1,Hybrid A,9,0,9,223,0,False
2024-02-23,P003,WH1,Hybrid A,10,0,10,159,0,False
2024-02-23,P004,WH1,Hybrid A,7,250,7,305,0,False
2024-02-23,P005,WH1,Hybrid A,7,0,7,234,0,False
2024-02-23,P006,WH1,Hybrid A,4,80,4,84,0,False
2024-02-23,P007,WH1,Hybrid A,9,0,9,65,0,False
2024-02-23,P008,WH1,Hybrid A,9,0,9,35,0,False
2024-02-23,P009,WH1,Hybrid A,3,0,3,74,0,False
2024-02-23,P010,WH1,Hybrid A,1,0,1,51,0,False
2024-02-23,P011,WH1,Hybrid A,3,0,3,32,0,False
2024-02-23,P012,WH1,Hybrid A,2,0,2,46,0,False
2024-02-23,P013,WH1,Hybrid A,4,0,4,81,0,False
2024-02-23,P014,WH1,Hybrid A,3,0,3,29,0,False
2024-02-23,P015,WH1,Hybrid A,5,0,5,42,0,False
2024-02-24,P001,WH1,Hybrid A,7,0,7,72,0,False
2024-02-24,P002,WH1,Hybrid A,11,0,11,212,0,False
2024-02-24,P003,WH1,Hybrid A,14,0,14,145,0,False
2024-02-24,P004,WH1,Hybrid A,27,0,27,278,0,False
2024-02-24,P005,WH1,Hybrid A,7,0,7,227,0,False
2024-02-24,P006,WH1,Hybrid A,11,0,11,73,0,False
2024-02-24,P007,WH1,Hybrid A,4,0,4,61,0,False
2024-02-24,P008,WH1,Hybrid A,12,0,12,23,0,False
2024-02-24,P009,WH1,Hybrid A,5,0,5,69,0,False
2024-02-24,P010,WH1,Hybrid A,6,0,6,45,0,False
2024-02-24,P011,WH1,Hybrid A,6,0,6,26,0,False
2024-02-24,P012,WH1,Hybrid A,6,0,6,40,0,False
2024-02-24,P013,WH1,Hybrid A,0,0,0,81,0,False
2024-02-24,P014,WH1,Hybrid A,2,0,2,27,0,False
2024-02-24,P015,WH1,Hybrid A,0,0,0,42,0,False
2024-02-25,P001,WH1,Hybrid A,13,0,13,59,0,False
2024-02-25,P002,WH1,Hybrid A,12,0,12,200,0,False
2024-02-25,P003,WH1,Hybrid A,25,0,25,120,0,False
2024-02-25,P004,WH1,Hybrid A,8,0,8,270,0,False
2024-02-25,P005,WH1,Hybrid A,19,0,19,208,0,False
2024-02-25,P006,WH1,Hybrid A,9,0,9,64,0,False
2024-02-25,P007,WH1,Hybrid A,18,0,18,43,0,False
2024-02-25,P008,WH1,Hybrid A,4,0,4,19,0,False
2024-02-25,P009,WH1,Hybrid A,6,0,6,63,0,False
2024-02-25,P010,WH1,Hybrid A,5,0,5,40,0,False
2024-02-25,P011,WH1,Hybrid A,0,0,0,26,0,False
2024-02-25,P012,WH1,Hybrid A,7,0,7,33,0,False
2024-02-25,P013,WH1,Hybrid A,5,0,5,76,0,False
2024-02-25,P014,WH1,Hybrid A,14,0,14,13,0,False
2024-02-25,P015,WH1,Hybrid A,2,0,2,40,0,False
2024-02-26,P001,WH1,Hybrid A,0,250,0,309,0,False
2024-02-26,P002,WH1,Hybrid A,18,0,18,182,0,False
2024-02-26,P003,WH1,Hybrid A,18,0,18,102,0,False
